,From,To,Product_ID,Demand,trfQty
1399,Bandung-WH3,Surabaya-WH19,PROD1029,702,86
1400,Jakarta-WH5,Jakarta-WH13,PROD1029,432,113
1401,Jakarta-WH7,Jakarta-WH13,PROD1029,432,54
1402,Surabaya-WH8,Surabaya-WH15,PROD1029,486,157
1403,Bali-WH11,Bali-WH17,PROD1029,506,231
1404,Jakarta-WH12,Jakarta-WH13,PROD1029,432,98
1405,Jakarta-WH14,Jakarta-WH13,PROD1029,432,122
1406,Jakarta-WH14,Surabaya-WH19,PROD1029,702,63
1407,Bandung-WH16,Surabaya-WH4,PROD1029,552,255
1408,Bandung-WH16,Bandung-WH9,PROD1029,364,139
1409,Bali-WH18,Bali-WH17,PROD1029,506,73
1410,Surabaya-WH20,Surabaya-WH19,PROD1029,702,36
1411,Supplier,Surabaya-WH1,PROD1029,528,528
1412,Supplier,Jakarta-WH5,PROD1029,475,475
1413,Supplier,Bandung-WH6,PROD1029,690,683
1414,Supplier,Jakarta-WH7,PROD1029,100,100
1415,Supplier,Surabaya-WH8,PROD1029,648,648
1416,Supplier,Surabaya-WH10,PROD1029,192,16
1417,Supplier,Bali-WH11,PROD1029,676,676
1418,Supplier,Jakarta-WH14,PROD1029,96,96
1419,Supplier,Bandung-WH16,PROD1029,360,360
1420,Supplier,Bali-WH18,PROD1029,696,565
1421,Supplier,Surabaya-WH20,PROD1029,702,702
1422,Surabaya-WH1,Surabaya-WH15,PROD1062,625,87
1423,Surabaya-WH1,Surabaya-WH19,PROD1062,504,14
1424,Jakarta-WH2,Jakarta-WH12,PROD1062,420,9
1425,Jakarta-WH2,Surabaya-WH19,PROD1062,504,164
1426,Jakarta-WH2,Surabaya-WH20,PROD1062,200,24
1427,Bandung-WH3,Bandung-WH9,PROD1062,75,22
1428,Bandung-WH3,Surabaya-WH15,PROD1062,625,50
1429,Bandung-WH3,Bandung-WH16,PROD1062,175,44
1430,Surabaya-WH4,Surabaya-WH8,PROD1062,480,24
1431,Surabaya-WH4,Surabaya-WH19,PROD1062,504,99
1432,Bandung-WH6,Bandung-WH9,PROD1062,75,52
1433,Jakarta-WH7,Jakarta-WH5,PROD1062,525,404
1434,Jakarta-WH7,Surabaya-WH19,PROD1062,504,93
1435,Surabaya-WH10,Surabaya-WH15,PROD1062,625,344
1436,Jakarta-WH13,Surabaya-WH8,PROD1062,480,68
1437,Jakarta-WH14,Surabaya-WH19,PROD1062,504,6
1438,Bali-WH17,Bali-WH11,PROD1062,468,92
1439,Bali-WH17,Bali-WH18,PROD1062,525,149
1440,Bali-WH17,Surabaya-WH20,PROD1062,200,175
1441,Supplier,Jakarta-WH2,PROD1062,638,429
1442,Supplier,Surabaya-WH4,PROD1062,176,176
1443,Supplier,Jakarta-WH7,PROD1062,192,192
1444,Supplier,Bali-WH17,PROD1062,336,336
1445,Surabaya-WH4,Surabaya-WH1,PROD1114,780,3
1446,Surabaya-WH4,Jakarta-WH13,PROD1114,352,72
1447,Surabaya-WH4,Surabaya-WH19,PROD1114,475,398
1448,Jakarta-WH5,Jakarta-WH2,PROD1114,250,2
1449,Bandung-WH6,Bandung-WH3,PROD1114,312,196
1450,Bandung-WH6,Bandung-WH9,PROD1114,575,67
1451,Jakarta-WH7,Jakarta-WH13,PROD1114,352,40
1452,Surabaya-WH8,Surabaya-WH1,PROD1114,780,60
1453,Surabaya-WH10,Bandung-WH9,PROD1114,575,150
1454,Surabaya-WH10,Surabaya-WH15,PROD1114,650,75
1455,Bali-WH11,Bali-WH18,PROD1114,550,12
1456,Jakarta-WH12,Jakarta-WH2,PROD1114,250,6
1457,Jakarta-WH12,Jakarta-WH13,PROD1114,352,183
1458,Jakarta-WH14,Jakarta-WH13,PROD1114,352,44
1459,Bandung-WH16,Bandung-WH9,PROD1114,575,120
1460,Bali-WH17,Bali-WH18,PROD1114,550,73
1461,Surabaya-WH20,Surabaya-WH1,PROD1114,780,417
1462,Surabaya-WH20,Bandung-WH9,PROD1114,575,81
1463,Supplier,Surabaya-WH4,PROD1114,299,299
1464,Supplier,Jakarta-WH7,PROD1114,198,198
1465,Supplier,Jakarta-WH14,PROD1114,483,483
1466,Supplier,Surabaya-WH15,PROD1114,650,128
1467,Supplier,Bali-WH18,PROD1114,550,327
1468,Supplier,Surabaya-WH20,PROD1114,600,600
1469,Jakarta-WH2,Surabaya-WH15,PROD1115,650,170
1470,Bandung-WH3,Bandung-WH6,PROD1115,600,125
1471,Bandung-WH3,Bandung-WH9,PROD1115,500,166
1472,Jakarta-WH5,Surabaya-WH1,PROD1115,598,134
1473,Jakarta-WH5,Bandung-WH6,PROD1115,600,144
1474,Jakarta-WH5,Surabaya-WH20,PROD1115,312,26
1475,Jakarta-WH7,Surabaya-WH4,PROD1115,576,123
1476,Jakarta-WH7,Surabaya-WH19,PROD1115,336,48
1477,Surabaya-WH8,Surabaya-WH15,PROD1115,650,8
1478,Surabaya-WH10,Surabaya-WH19,PROD1115,336,84
1479,Jakarta-WH12,Surabaya-WH4,PROD1115,576,38
1480,Jakarta-WH12,Surabaya-WH15,PROD1115,650,59
1481,Jakarta-WH13,Surabaya-WH19,PROD1115,336,102
1482,Jakarta-WH13,Surabaya-WH20,PROD1115,312,154
1483,Jakarta-WH14,Bandung-WH9,PROD1115,500,100
1484,Bandung-WH16,Bandung-WH9,PROD1115,500,117
1485,Bandung-WH16,Bali-WH11,PROD1115,299,4
1486,Bali-WH18,Bali-WH11,PROD1115,299,123
1487,Supplier,Jakarta-WH2,PROD1115,450,171
1488,Supplier,Jakarta-WH5,PROD1115,225,225
1489,Supplier,Surabaya-WH8,PROD1115,150,150
1490,Supplier,Jakarta-WH12,PROD1115,416,416
1491,Supplier,Jakarta-WH13,PROD1115,552,552
1492,Supplier,Jakarta-WH14,PROD1115,182,182
1493,Supplier,Bandung-WH16,PROD1115,288,288
1494,Supplier,Bali-WH17,PROD1115,456,334
1495,Surabaya-WH1,Surabaya-WH10,PROD1008,650,49
1496,Surabaya-WH1,Jakarta-WH13,PROD1008,696,10
1497,Jakarta-WH2,Jakarta-WH14,PROD1008,650,180
1498,Bandung-WH3,Jakarta-WH7,PROD1008,250,239
1499,Bandung-WH3,Jakarta-WH14,PROD1008,650,253
1500,Surabaya-WH4,Jakarta-WH13,PROD1008,696,41
1501,Jakarta-WH5,Jakarta-WH14,PROD1008,650,60
1502,Surabaya-WH8,Surabaya-WH10,PROD1008,650,11
1503,Bandung-WH9,Jakarta-WH13,PROD1008,696,314
1504,Jakarta-WH12,Jakarta-WH13,PROD1008,696,236
1505,Surabaya-WH15,Surabaya-WH10,PROD1008,650,18
1506,Bali-WH17,Bandung-WH6,PROD1008,375,263
1507,Bali-WH17,Surabaya-WH10,PROD1008,650,146
1508,Bali-WH17,Bali-WH11,PROD1008,144,68
1509,Bali-WH18,Bandung-WH6,PROD1008,375,53
1510,Bali-WH18,Bandung-WH16,PROD1008,425,423
1511,Surabaya-WH19,Surabaya-WH10,PROD1008,650,109
1512,Surabaya-WH19,Jakarta-WH14,PROD1008,650,115
1513,Surabaya-WH20,Surabaya-WH10,PROD1008,650,203
1514,Supplier,Surabaya-WH1,PROD1008,648,648
1515,Supplier,Jakarta-WH2,PROD1008,286,286
1516,Supplier,Bandung-WH3,PROD1008,144,144
1517,Supplier,Surabaya-WH4,PROD1008,600,584
1518,Supplier,Jakarta-WH5,PROD1008,100,100
1519,Supplier,Jakarta-WH12,PROD1008,300,300
1520,Supplier,Surabaya-WH15,PROD1008,364,364
1521,Supplier,Bali-WH17,PROD1008,96,96
1522,Supplier,Bali-WH18,PROD1008,460,460
1523,Supplier,Surabaya-WH19,PROD1008,69,69
1524,Supplier,Surabaya-WH20,PROD1008,528,528
1525,Jakarta-WH2,Jakarta-WH12,PROD1057,576,126
1526,Bandung-WH3,Bandung-WH9,PROD1057,625,95
1527,Surabaya-WH4,Jakarta-WH7,PROD1057,600,276
1528,Jakarta-WH5,Jakarta-WH7,PROD1057,600,26
1529,Jakarta-WH5,Jakarta-WH13,PROD1057,100,65
1530,Bandung-WH6,Jakarta-WH7,PROD1057,600,1
1531,Bandung-WH6,Bandung-WH16,PROD1057,504,224
1532,Surabaya-WH8,Surabaya-WH15,PROD1057,450,167
1533,Surabaya-WH10,Jakarta-WH7,PROD1057,600,210
1534,Surabaya-WH10,Surabaya-WH15,PROD1057,450,134
1535,Bali-WH11,Bandung-WH9,PROD1057,625,116
1536,Bali-WH11,Bandung-WH16,PROD1057,504,212
1537,Bali-WH11,Bali-WH17,PROD1057,175,50
1538,Bali-WH18,Bali-WH17,PROD1057,175,117
1539,Surabaya-WH19,Surabaya-WH1,PROD1057,504,190
1540,Surabaya-WH19,Jakarta-WH12,PROD1057,576,59
1541,Surabaya-WH19,Surabaya-WH15,PROD1057,450,117
1542,Surabaya-WH20,Jakarta-WH7,PROD1057,600,23
1543,Supplier,Jakarta-WH2,PROD1057,675,675
1544,Supplier,Bandung-WH3,PROD1057,72,68
1545,Supplier,Bandung-WH6,PROD1057,288,288
1546,Supplier,Surabaya-WH10,PROD1057,408,408
1547,Supplier,Jakarta-WH14,PROD1057,250,157
1548,Supplier,Bali-WH18,PROD1057,475,475
1549,Supplier,Surabaya-WH19,PROD1057,312,312
1550,Supplier,Surabaya-WH20,PROD1057,676,676
1551,Jakarta-WH2,Bandung-WH3,PROD1063,725,259
1552,Jakarta-WH5,Surabaya-WH1,PROD1063,624,174
1553,Jakarta-WH5,Surabaya-WH4,PROD1063,690,224
1554,Bandung-WH6,Bandung-WH16,PROD1063,598,121
1555,Jakarta-WH7,Surabaya-WH1,PROD1063,624,54
1556,Jakarta-WH7,Bandung-WH3,PROD1063,725,302
1557,Jakarta-WH7,Jakarta-WH13,PROD1063,425,29
1558,Jakarta-WH7,Bandung-WH16,PROD1063,598,113
1559,Surabaya-WH8,Surabaya-WH4,PROD1063,690,222
1560,Surabaya-WH8,Surabaya-WH10,PROD1063,442,4
1561,Bandung-WH9,Bandung-WH16,PROD1063,598,329
1562,Bali-WH11,Bali-WH18,PROD1063,300,59
1563,Jakarta-WH14,Surabaya-WH4,PROD1063,690,128
1564,Jakarta-WH14,Jakarta-WH12,PROD1063,500,74
1565,Jakarta-WH14,Surabaya-WH19,PROD1063,250,206
1566,Jakarta-WH14,Surabaya-WH20,PROD1063,529,79
1567,Surabaya-WH15,Surabaya-WH1,PROD1063,624,275
1568,Bali-WH17,Bali-WH18,PROD1063,300,44
1569,Supplier,Jakarta-WH5,PROD1063,600,600
1570,Supplier,Bandung-WH6,PROD1063,425,425
1571,Supplier,Jakarta-WH7,PROD1063,312,312
1572,Supplier,Surabaya-WH8,PROD1063,667,667
1573,Supplier,Bandung-WH9,PROD1063,225,225
1574,Supplier,Jakarta-WH14,PROD1063,336,336
1575,Supplier,Surabaya-WH15,PROD1063,150,121
1576,Supplier,Bali-WH17,PROD1063,506,139
1577,Jakarta-WH2,Jakarta-WH12,PROD1072,475,131
1578,Jakarta-WH2,Surabaya-WH15,PROD1072,312,216
1579,Jakarta-WH2,Surabaya-WH20,PROD1072,286,24
1580,Surabaya-WH4,Surabaya-WH10,PROD1072,336,32
1581,Jakarta-WH5,Jakarta-WH12,PROD1072,475,127
1582,Bandung-WH6,Bandung-WH3,PROD1072,700,324
1583,Bandung-WH6,Surabaya-WH10,PROD1072,336,41
1584,Jakarta-WH7,Surabaya-WH10,PROD1072,336,107
1585,Jakarta-WH7,Jakarta-WH14,PROD1072,50,5
1586,Jakarta-WH7,Surabaya-WH19,PROD1072,480,193
1587,Bandung-WH9,Bandung-WH3,PROD1072,700,175
1588,Bandung-WH9,Surabaya-WH8,PROD1072,780,204
1589,Bali-WH11,Surabaya-WH19,PROD1072,480,90
1590,Jakarta-WH13,Surabaya-WH19,PROD1072,480,75
1591,Bandung-WH16,Bandung-WH3,PROD1072,700,53
1592,Bali-WH18,Surabaya-WH1,PROD1072,425,249
1593,Bali-WH18,Surabaya-WH8,PROD1072,780,139
1594,Bali-WH18,Bali-WH17,PROD1072,468,15
1595,Supplier,Jakarta-WH2,PROD1072,552,552
1596,Supplier,Surabaya-WH4,PROD1072,400,400
1597,Supplier,Jakarta-WH5,PROD1072,286,286
1598,Supplier,Bandung-WH6,PROD1072,529,529
1599,Supplier,Jakarta-WH7,PROD1072,350,350
1600,Supplier,Bandung-WH9,PROD1072,168,52
1601,Supplier,Bali-WH11,PROD1072,504,504
1602,Supplier,Jakarta-WH13,PROD1072,125,125
1603,Supplier,Bali-WH18,PROD1072,675,675
1604,Surabaya-WH1,Bali-WH11,PROD1140,676,124
1605,Surabaya-WH1,Surabaya-WH20,PROD1140,700,346
1606,Jakarta-WH2,Jakarta-WH13,PROD1140,725,53
1607,Surabaya-WH4,Jakarta-WH13,PROD1140,725,34
1608,Bandung-WH6,Jakarta-WH13,PROD1140,725,139
1609,Bandung-WH6,Bandung-WH16,PROD1140,624,126
1610,Jakarta-WH7,Jakarta-WH12,PROD1140,360,81
1611,Surabaya-WH8,Bali-WH11,PROD1140,676,105
1612,Bandung-WH9,Jakarta-WH13,PROD1140,725,127
1613,Surabaya-WH10,Bali-WH11,PROD1140,676,97
1614,Surabaya-WH10,Jakarta-WH13,PROD1140,725,162
1615,Jakarta-WH14,Jakarta-WH5,PROD1140,552,83
1616,Jakarta-WH14,Jakarta-WH12,PROD1140,360,195
1617,Jakarta-WH14,Jakarta-WH13,PROD1140,725,104
1618,Surabaya-WH15,Jakarta-WH13,PROD1140,725,81
1619,Bali-WH18,Bali-WH11,PROD1140,676,122
1620,Surabaya-WH19,Jakarta-WH5,PROD1140,552,251
1621,Surabaya-WH19,Bali-WH17,PROD1140,96,60
1622,Supplier,Surabaya-WH1,PROD1140,50,50
1623,Supplier,Bandung-WH3,PROD1140,576,138
1624,Supplier,Bandung-WH6,PROD1140,144,144
1625,Supplier,Bandung-WH9,PROD1140,483,483
1626,Supplier,Surabaya-WH10,PROD1140,475,475
1627,Supplier,Bandung-WH16,PROD1140,624,100
1628,Supplier,Surabaya-WH19,PROD1140,360,360
1629,Bandung-WH3,Jakarta-WH2,PROD1141,312,29
1630,Bandung-WH6,Jakarta-WH14,PROD1141,288,8
1631,Jakarta-WH7,Jakarta-WH13,PROD1141,484,65
1632,Jakarta-WH7,Jakarta-WH14,PROD1141,288,146
1633,Bandung-WH9,Jakarta-WH13,PROD1141,484,64
1634,Bali-WH11,Surabaya-WH4,PROD1141,312,107
1635,Bali-WH11,Surabaya-WH10,PROD1141,375,77
1636,Bali-WH11,Bandung-WH16,PROD1141,312,115
1637,Surabaya-WH15,Surabaya-WH8,PROD1141,138,91
1638,Surabaya-WH15,Jakarta-WH13,PROD1141,484,69
1639,Surabaya-WH15,Surabaya-WH19,PROD1141,625,182
1640,Bali-WH17,Surabaya-WH1,PROD1141,750,191
1641,Bali-WH18,Surabaya-WH1,PROD1141,750,76
1642,Surabaya-WH20,Surabaya-WH1,PROD1141,750,48
1643,Surabaya-WH20,Jakarta-WH2,PROD1141,312,141
1644,Surabaya-WH20,Surabaya-WH4,PROD1141,312,24
1645,Surabaya-WH20,Jakarta-WH12,PROD1141,648,81
1646,Surabaya-WH20,Jakarta-WH14,PROD1141,288,58
1647,Supplier,Jakarta-WH5,PROD1141,552,445
1648,Supplier,Jakarta-WH12,PROD1141,648,171
1649,Supplier,Surabaya-WH15,PROD1141,200,200
1650,Jakarta-WH2,Jakarta-WH14,PROD1145,700,24
1651,Jakarta-WH5,Jakarta-WH14,PROD1145,700,47
1652,Jakarta-WH7,Jakarta-WH14,PROD1145,700,355
1653,Surabaya-WH10,Bandung-WH6,PROD1145,336,13
1654,Jakarta-WH12,Bandung-WH3,PROD1145,189,45
1655,Jakarta-WH12,Jakarta-WH14,PROD1145,700,129
1656,Jakarta-WH13,Jakarta-WH14,PROD1145,700,72
1657,Surabaya-WH15,Surabaya-WH1,PROD1145,450,40
1658,Surabaya-WH15,Surabaya-WH4,PROD1145,475,45
1659,Surabaya-WH15,Surabaya-WH8,PROD1145,48,36
1660,Bali-WH17,Bandung-WH3,PROD1145,189,94
1661,Bali-WH17,Bandung-WH9,PROD1145,336,37
1662,Bali-WH17,Bali-WH11,PROD1145,432,171
1663,Bali-WH18,Bandung-WH6,PROD1145,336,66
1664,Bali-WH18,Bandung-WH9,PROD1145,336,11
1665,Surabaya-WH19,Surabaya-WH8,PROD1145,48,11
1666,Surabaya-WH20,Surabaya-WH1,PROD1145,450,277
1667,Surabaya-WH20,Bandung-WH9,PROD1145,336,21
1668,Supplier,Bandung-WH6,PROD1145,336,3
1669,Supplier,Surabaya-WH10,PROD1145,506,506
1670,Supplier,Surabaya-WH15,PROD1145,275,275
1671,Supplier,Bandung-WH16,PROD1145,575,222
1672,Supplier,Bali-WH17,PROD1145,625,625
1673,Supplier,Bali-WH18,PROD1145,364,364
1674,Supplier,Surabaya-WH20,PROD1145,364,364
1675,Surabaya-WH1,Surabaya-WH4,PROD1011,575,186
1676,Surabaya-WH1,Surabaya-WH15,PROD1011,625,165
1677,Surabaya-WH1,Surabaya-WH20,PROD1011,528,10
1678,Jakarta-WH7,Jakarta-WH5,PROD1011,500,194
1679,Surabaya-WH8,Jakarta-WH13,PROD1011,552,159
1680,Surabaya-WH8,Surabaya-WH19,PROD1011,260,80
1681,Surabaya-WH8,Surabaya-WH20,PROD1011,528,142
1682,Bandung-WH9,Bandung-WH3,PROD1011,720,322
1683,Bandung-WH9,Jakarta-WH13,PROD1011,552,38
1684,Surabaya-WH10,Jakarta-WH5,PROD1011,500,246
1685,Surabaya-WH10,Surabaya-WH20,PROD1011,528,29
1686,Bali-WH11,Bali-WH18,PROD1011,648,397
1687,Jakarta-WH12,Jakarta-WH2,PROD1011,468,162
1688,Jakarta-WH12,Jakarta-WH13,PROD1011,552,63
1689,Jakarta-WH14,Jakarta-WH13,PROD1011,552,286
1690,Bandung-WH16,Bandung-WH3,PROD1011,720,211
1691,Bali-WH17,Bandung-WH3,PROD1011,720,48
1692,Bali-WH17,Bandung-WH6,PROD1011,286,45
1693,Bali-WH17,Bali-WH18,PROD1011,648,64
1694,Supplier,Surabaya-WH1,PROD1011,506,506
1695,Supplier,Bandung-WH6,PROD1011,286,194
1696,Supplier,Jakarta-WH7,PROD1011,575,575
1697,Supplier,Surabaya-WH10,PROD1011,375,375
1698,Supplier,Bali-WH11,PROD1011,468,468
1699,Supplier,Jakarta-WH12,PROD1011,575,575
1700,Supplier,Jakarta-WH14,PROD1011,546,546
1701,Supplier,Bandung-WH16,PROD1011,175,175
1702,Surabaya-WH1,Bali-WH17,PROD1019,374,160
1703,Surabaya-WH1,Surabaya-WH19,PROD1019,672,213
1704,Surabaya-WH1,Surabaya-WH20,PROD1019,437,91
1705,Bandung-WH3,Bandung-WH6,PROD1019,528,258
1706,Surabaya-WH4,Surabaya-WH19,PROD1019,672,55
1707,Jakarta-WH5,Jakarta-WH13,PROD1019,600,208
1708,Jakarta-WH7,Jakarta-WH2,PROD1019,525,83
1709,Jakarta-WH7,Bandung-WH6,PROD1019,528,136
1710,Surabaya-WH8,Surabaya-WH20,PROD1019,437,6
1711,Bandung-WH9,Bandung-WH6,PROD1019,528,7
1712,Bandung-WH9,Bali-WH18,PROD1019,405,264
1713,Surabaya-WH10,Surabaya-WH19,PROD1019,672,52
1714,Bali-WH11,Bali-WH17,PROD1019,374,3
1715,Jakarta-WH14,Jakarta-WH2,PROD1019,525,60
1716,Jakarta-WH14,Jakarta-WH12,PROD1019,552,21
1717,Jakarta-WH14,Jakarta-WH13,PROD1019,600,249
1718,Surabaya-WH15,Surabaya-WH19,PROD1019,672,134
1719,Bandung-WH16,Bandung-WH6,PROD1019,528,33
1720,Bandung-WH16,Bali-WH17,PROD1019,374,29
1721,Supplier,Surabaya-WH1,PROD1019,494,494
1722,Supplier,Bandung-WH3,PROD1019,552,552
1723,Supplier,Surabaya-WH4,PROD1019,644,644
1724,Supplier,Jakarta-WH5,PROD1019,175,175
1725,Supplier,Jakarta-WH7,PROD1019,299,299
1726,Supplier,Surabaya-WH8,PROD1019,528,528
1727,Supplier,Bandung-WH9,PROD1019,480,480
1728,Supplier,Surabaya-WH10,PROD1019,384,384
1729,Supplier,Bali-WH11,PROD1019,312,312
1730,Supplier,Jakarta-WH12,PROD1019,552,425
1731,Supplier,Surabaya-WH15,PROD1019,672,672
1732,Surabaya-WH1,Jakarta-WH5,PROD1097,528,157
1733,Jakarta-WH2,Jakarta-WH5,PROD1097,528,129
1734,Bandung-WH3,Bandung-WH6,PROD1097,696,66
1735,Bandung-WH3,Jakarta-WH7,PROD1097,594,167
1736,Surabaya-WH4,Jakarta-WH13,PROD1097,408,26
1737,Bandung-WH9,Bandung-WH6,PROD1097,696,67
1738,Surabaya-WH10,Jakarta-WH7,PROD1097,594,28
1739,Jakarta-WH12,Jakarta-WH5,PROD1097,528,14
1740,Jakarta-WH12,Jakarta-WH7,PROD1097,594,40
1741,Jakarta-WH12,Jakarta-WH13,PROD1097,408,87
1742,Jakarta-WH12,Jakarta-WH14,PROD1097,390,185
1743,Surabaya-WH15,Jakarta-WH7,PROD1097,594,220
1744,Surabaya-WH15,Surabaya-WH19,PROD1097,338,23
1745,Bandung-WH16,Bandung-WH6,PROD1097,696,8
1746,Bali-WH17,Bandung-WH6,PROD1097,696,292
1747,Bali-WH18,Bandung-WH6,PROD1097,696,116
1748,Surabaya-WH20,Jakarta-WH7,PROD1097,594,32
1749,Surabaya-WH20,Surabaya-WH8,PROD1097,275,72
1750,Supplier,Surabaya-WH1,PROD1097,750,750
1751,Supplier,Bandung-WH3,PROD1097,504,504
1752,Supplier,Surabaya-WH4,PROD1097,350,350
1753,Supplier,Jakarta-WH5,PROD1097,528,213
1754,Supplier,Surabaya-WH10,PROD1097,720,720
1755,Supplier,Bali-WH11,PROD1097,594,594
1756,Supplier,Surabaya-WH15,PROD1097,175,175
1757,Supplier,Bandung-WH16,PROD1097,288,288
1758,Supplier,Bali-WH17,PROD1097,696,696
1759,Supplier,Bali-WH18,PROD1097,168,168
1760,Supplier,Surabaya-WH20,PROD1097,400,400
1761,Surabaya-WH1,Surabaya-WH10,PROD1149,720,418
1762,Surabaya-WH1,Surabaya-WH20,PROD1149,700,82
1763,Jakarta-WH2,Jakarta-WH13,PROD1149,672,259
1764,Jakarta-WH2,Bandung-WH16,PROD1149,325,65
1765,Bandung-WH3,Bandung-WH6,PROD1149,625,127
1766,Bandung-WH3,Bandung-WH9,PROD1149,275,94
1767,Jakarta-WH5,Bandung-WH6,PROD1149,625,273
1768,Jakarta-WH7,Jakarta-WH14,PROD1149,468,62
1769,Surabaya-WH8,Surabaya-WH15,PROD1149,338,216
1770,Bali-WH11,Bali-WH17,PROD1149,552,79
1771,Jakarta-WH12,Bandung-WH6,PROD1149,625,86
1772,Jakarta-WH12,Jakarta-WH13,PROD1149,672,67
1773,Jakarta-WH12,Jakarta-WH14,PROD1149,468,327
1774,Bali-WH18,Surabaya-WH15,PROD1149,338,12
1775,Bali-WH18,Bali-WH17,PROD1149,552,250
1776,Surabaya-WH19,Surabaya-WH4,PROD1149,208,174
1777,Surabaya-WH19,Surabaya-WH10,PROD1149,720,72
1778,Surabaya-WH19,Surabaya-WH15,PROD1149,338,94
1779,Supplier,Surabaya-WH1,PROD1149,24,24
1780,Supplier,Jakarta-WH2,PROD1149,360,360
1781,Supplier,Jakarta-WH7,PROD1149,624,624
1782,Supplier,Surabaya-WH8,PROD1149,182,182
1783,Supplier,Bandung-WH9,PROD1149,275,76
1784,Supplier,Jakarta-WH12,PROD1149,575,575
1785,Supplier,Surabaya-WH19,PROD1149,475,475
1786,Supplier,Surabaya-WH20,PROD1149,700,361
1787,Surabaya-WH1,Surabaya-WH8,PROD1045,550,229
1788,Surabaya-WH1,Jakarta-WH12,PROD1045,432,182
1789,Jakarta-WH2,Jakarta-WH5,PROD1045,675,427
1790,Jakarta-WH2,Jakarta-WH12,PROD1045,432,6
1791,Bandung-WH9,Bandung-WH16,PROD1045,624,94
1792,Bali-WH11,Bandung-WH3,PROD1045,696,182
1793,Jakarta-WH13,Jakarta-WH7,PROD1045,598,269
1794,Jakarta-WH13,Jakarta-WH12,PROD1045,432,33
1795,Jakarta-WH14,Jakarta-WH12,PROD1045,432,57
1796,Bali-WH17,Bandung-WH6,PROD1045,225,159
1797,Bali-WH17,Bandung-WH16,PROD1045,624,127
1798,Bali-WH18,Bandung-WH3,PROD1045,696,54
1799,Surabaya-WH19,Bandung-WH3,PROD1045,696,63
1800,Surabaya-WH19,Surabaya-WH8,PROD1045,550,204
1801,Surabaya-WH19,Bandung-WH16,PROD1045,624,88
1802,Surabaya-WH20,Surabaya-WH4,PROD1045,96,12
1803,Surabaya-WH20,Jakarta-WH5,PROD1045,675,158
1804,Surabaya-WH20,Surabaya-WH10,PROD1045,576,112
1805,Surabaya-WH20,Surabaya-WH15,PROD1045,325,5
1806,Supplier,Jakarta-WH13,PROD1045,120,120
1807,Supplier,Surabaya-WH19,PROD1045,667,667
1808,Supplier,Surabaya-WH20,PROD1045,253,137
1809,Surabaya-WH1,Surabaya-WH8,PROD1054,552,299
1810,Surabaya-WH1,Surabaya-WH10,PROD1054,550,105
1811,Bandung-WH3,Jakarta-WH5,PROD1054,450,30
1812,Bandung-WH3,Bandung-WH16,PROD1054,360,294
1813,Bandung-WH3,Bali-WH18,PROD1054,416,34
1814,Surabaya-WH4,Surabaya-WH8,PROD1054,552,155
1815,Bandung-WH6,Jakarta-WH2,PROD1054,475,394
1816,Bandung-WH6,Jakarta-WH14,PROD1054,528,29
1817,Jakarta-WH7,Jakarta-WH14,PROD1054,528,218
1818,Bandung-WH9,Jakarta-WH5,PROD1054,450,193
1819,Bandung-WH9,Jakarta-WH12,PROD1054,644,109
1820,Bali-WH11,Bali-WH17,PROD1054,150,23
1821,Jakarta-WH13,Jakarta-WH2,PROD1054,475,37
1822,Jakarta-WH13,Jakarta-WH12,PROD1054,644,239
1823,Surabaya-WH15,Surabaya-WH8,PROD1054,552,29
1824,Surabaya-WH15,Bali-WH18,PROD1054,416,275
1825,Surabaya-WH19,Surabaya-WH10,PROD1054,550,66
1826,Surabaya-WH19,Bali-WH17,PROD1054,150,78
1827,Surabaya-WH20,Surabaya-WH10,PROD1054,550,281
1828,Supplier,Surabaya-WH1,PROD1054,52,52
1829,Supplier,Bandung-WH3,PROD1054,425,425
1830,Supplier,Surabaya-WH4,PROD1054,225,225
1831,Supplier,Bandung-WH9,PROD1054,506,506
1832,Supplier,Bali-WH11,PROD1054,594,594
1833,Supplier,Surabaya-WH15,PROD1054,336,336
1834,Supplier,Surabaya-WH19,PROD1054,650,650
1835,Supplier,Surabaya-WH20,PROD1054,275,212
1836,Bandung-WH3,Bali-WH17,PROD1071,552,164
1837,Surabaya-WH4,Surabaya-WH15,PROD1071,598,324
1838,Jakarta-WH5,Jakarta-WH2,PROD1071,325,35
1839,Jakarta-WH5,Surabaya-WH10,PROD1071,624,343
1840,Surabaya-WH8,Surabaya-WH1,PROD1071,725,289
1841,Bandung-WH9,Bali-WH17,PROD1071,552,18
1842,Jakarta-WH12,Jakarta-WH7,PROD1071,330,98
1843,Jakarta-WH13,Surabaya-WH1,PROD1071,725,130
1844,Jakarta-WH13,Jakarta-WH2,PROD1071,325,206
1845,Jakarta-WH13,Surabaya-WH15,PROD1071,598,74
1846,Jakarta-WH14,Jakarta-WH7,PROD1071,330,87
1847,Jakarta-WH14,Surabaya-WH15,PROD1071,598,56
1848,Bandung-WH16,Surabaya-WH1,PROD1071,725,19
1849,Bandung-WH16,Bandung-WH6,PROD1071,390,109
1850,Bandung-WH16,Bali-WH17,PROD1071,552,90
1851,Bali-WH18,Bali-WH11,PROD1071,156,130
1852,Bali-WH18,Bali-WH17,PROD1071,552,140
